,ros_time,joy_switch,icp_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,icp_pos_x,icp_pos_y,icp_quat_x,icp_quat_y,icp_quat_z,icp_quat_w,voltage_left,current_left,voltage_right,current_right
4874,1637093568517934484,False,2189,-0.5833333333333335,-0.1090830782496456,3.916666666666667,3.835361031257539,16.611169815063477,6.202728748321533,0.01427059926621679,-0.0028250021803073776,-0.8408060865385583,0.5411410203621163,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4875,1637093568568252064,False,2189,-0.5833333333333335,-0.1090830782496456,3.916666666666667,3.835361031257539,16.611169815063477,6.202728748321533,0.01427059926621679,-0.0028250021803073776,-0.8408060865385583,0.5411410203621163,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4876,1637093568618574358,False,2190,-0.5833333333333335,-0.1090830782496456,3.916666666666667,3.835361031257539,16.57388687133789,6.167329788208008,0.014660808633764363,-0.0029514426823657423,-0.821046700250215,0.5706652242933448,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4877,1637093568668791255,False,2190,-0.5833333333333335,-0.29670597283903605,3.916666666666667,3.835361031257539,16.57388687133789,6.167329788208008,0.014660808633764363,-0.0029514426823657423,-0.821046700250215,0.5706652242933448,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4878,1637093568719118854,False,2191,-0.5833333333333335,-0.29670597283903605,3.916666666666667,3.835361031257539,16.556697845458984,6.134048938751221,0.014231063715540424,-0.005332883045653095,-0.7998275142495659,0.6000376796315348,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4879,1637093568769422910,False,2191,-0.5833333333333335,-0.29670597283903605,3.916666666666667,3.8266343849975675,16.556697845458984,6.134048938751221,0.014231063715540424,-0.005332883045653095,-0.7998275142495659,0.6000376796315348,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4880,1637093568822418278,False,2192,-0.5833333333333335,-0.29670597283903605,3.916666666666667,3.8266343849975675,16.538820266723633,6.074461936950684,0.01349053228085793,-0.006566539767216518,-0.7778421743233049,0.628280636498475,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4881,1637093568872734673,False,2192,-0.5833333333333335,-0.29670597283903605,3.916666666666667,3.8266343849975675,16.538820266723633,6.074461936950684,0.01349053228085793,-0.006566539767216518,-0.7778421743233049,0.628280636498475,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4882,1637093568912969610,False,2193,-0.5833333333333335,-0.3010692959690218,3.916666666666667,3.8266343849975675,16.530181884765625,6.018040180206299,0.01422493138868582,-0.006537597474206054,-0.7535299568683287,0.6572272483516022,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4883,1637093568963292729,False,2193,-0.5833333333333335,-0.3010692959690218,3.916666666666667,3.8266343849975675,16.530181884765625,6.018040180206299,0.01422493138868582,-0.006537597474206054,-0.7535299568683287,0.6572272483516022,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4884,1637093569014075141,False,2194,-0.5833333333333335,-0.3010692959690218,3.916666666666667,3.9051742013373123,16.509098052978516,5.969056606292725,0.014200086764684572,-0.005753529107175534,-0.7295966217303818,0.6837062048376381,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4885,1637093569064415861,False,2194,-0.5833333333333335,-0.3010692959690218,3.916666666666667,3.9051742013373123,16.509098052978516,5.969056606292725,0.014200086764684572,-0.005753529107175534,-0.7295966217303818,0.6837062048376381,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4886,1637093569118051329,False,2195,-0.5833333333333335,-0.3010692959690218,3.916666666666667,3.9051742013373123,16.495431900024414,5.911246299743652,0.014357464816941676,-0.004871847654074008,-0.7034296267845163,0.7106031847467998,data: 48.125,data: 6.75,data: 48.25,data: 36.25
4887,1637093569168427982,False,2195,-0.5833333333333335,-0.3490658503988659,3.916666666666667,3.9051742013373123,16.495431900024414,5.911246299743652,0.014357464816941676,-0.004871847654074008,-0.7034296267845163,0.7106031847467998,data: 48.0625,data: 7.5625,data: 48.25,data: 36.25
4888,1637093569218574424,False,2196,-0.5833333333333335,-0.3490658503988659,3.916666666666667,3.9051742013373123,16.466337203979492,5.858570098876953,0.013987959040495185,-0.004502730428832282,-0.6762061380238485,0.7365659094546668,data: 48.0625,data: 7.5625,data: 48.25,data: 36.25
4889,1637093569268885106,False,2196,-0.5833333333333335,-0.3490658503988659,3.916666666666667,3.9531707557671565,16.466337203979492,5.858570098876953,0.013987959040495185,-0.004502730428832282,-0.6762061380238485,0.7365659094546668,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4890,1637093569322490857,False,2197,-0.5833333333333335,-0.3490658503988659,3.916666666666667,3.9531707557671565,16.457687377929688,5.81023645401001,0.013655997158591834,-0.004616529986317389,-0.6471953199496224,0.7621879110925621,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4891,1637093569372844249,False,2197,-0.5833333333333335,-0.3490658503988659,3.916666666666667,3.9531707557671565,16.457687377929688,5.81023645401001,0.013655997158591834,-0.004616529986317389,-0.6471953199496224,0.7621879110925621,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
