,ros_time,joy_switch,icp_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,icp_pos_x,icp_pos_y,icp_quat_x,icp_quat_y,icp_quat_z,icp_quat_w,voltage_left,current_left,voltage_right,current_right,imu_x,imu_y,imu_z
2208,1637093475759728444,False,898,-3.733333333333334,-3.543018381548489,7.066666666666667,6.863507283467701,7.452267646789551,-2.8789422512054443,-0.003511390738154508,-0.018324502991746726,-0.7085044635936617,0.7054597472055231,46.0625,32.25,46.1875,71.75,-0.06053754314780235,0.1287570297718048,1.7323096990585327
2209,1637093475809901688,False,898,-3.733333333333334,-3.543018381548489,7.066666666666667,6.863507283467701,7.452267646789551,-2.8789422512054443,-0.003511390738154508,-0.018324502991746726,-0.7085044635936617,0.7054597472055231,46.0625,32.25,46.1875,71.75,-0.1532638967037201,0.09992369264364243,1.7885819673538208
2210,1637093475860272026,False,899,-3.733333333333334,-3.543018381548489,7.066666666666667,6.863507283467701,7.424952983856201,-2.919234037399292,-0.0019744537430724483,-0.01767076841413927,-0.6424431394399194,0.7661271054520122,46.0625,32.25,46.1875,71.75,-0.10525578260421753,0.0700288638472557,1.8679144382476807
2211,1637093475910522619,False,899,-3.733333333333334,-3.442661949558815,7.066666666666667,6.863507283467701,7.424952983856201,-2.919234037399292,-0.0019744537430724483,-0.01767076841413927,-0.6424431394399194,0.7661271054520122,46.0,33.8125,46.1875,71.75,-0.07097835838794708,0.08971482515335083,1.9303215742111206
2212,1637093475960787775,False,900,-3.733333333333334,-3.442661949558815,7.066666666666667,6.863507283467701,7.411688327789307,-2.9744741916656494,-0.0014085786958543188,-0.01898761143969094,-0.570614413788234,0.8209974653519105,46.0,33.8125,46.1875,71.75,-0.01564328558743,-0.040544651448726654,1.9739288091659546
2213,1637093476011107990,False,900,-3.733333333333334,-3.442661949558815,7.066666666666667,7.238753072646482,7.411688327789307,-2.9744741916656494,-0.0014085786958543188,-0.01898761143969094,-0.570614413788234,0.8209974653519105,46.0,33.8125,46.1875,71.5,0.007705104071646929,-0.1314244270324707,1.9569363594055176
2214,1637093476061420460,False,901,-3.733333333333334,-3.442661949558815,7.066666666666667,7.238753072646482,7.407584190368652,-3.0164270401000977,-0.001640509763255381,-0.0162771632947628,-0.49562972220924983,0.8683798986181179,46.0,33.8125,46.1875,71.5,0.016163334250450134,-0.08934096246957779,1.9099905490875244
2215,1637093476111765026,False,901,-3.733333333333334,-3.442661949558815,7.066666666666667,7.238753072646482,7.407584190368652,-3.0164270401000977,-0.001640509763255381,-0.0162771632947628,-0.49562972220924983,0.8683798986181179,46.0,33.8125,46.1875,71.5,0.04082565754652023,-0.07876421511173248,1.861951470375061
2216,1637093476162103886,False,901,-3.733333333333334,-3.7524578917878086,7.066666666666667,7.238753072646482,7.407584190368652,-3.0164270401000977,-0.001640509763255381,-0.0162771632947628,-0.49562972220924983,0.8683798986181179,46.0,33.8125,46.1875,71.5,-0.01789645105600357,-0.006184326019138098,1.88212251663208
2217,1637093476212451634,False,902,-3.733333333333334,-3.7524578917878086,7.066666666666667,7.238753072646482,7.373911380767822,-3.0604395866394043,-0.005318421468277664,-0.008430068861303722,-0.4134260778483464,0.910483174691762,46.0,33.8125,46.1875,71.5,-0.0324300155043602,0.02268136851489544,1.9541994333267212
2218,1637093476262731616,False,902,-3.733333333333334,-3.7524578917878086,7.066666666666667,6.894050545377602,7.373911380767822,-3.0604395866394043,-0.005318421468277664,-0.008430068861303722,-0.4134260778483464,0.910483174691762,46.0,33.8125,46.1875,71.5,0.0041968561708927155,-0.008415975607931614,2.0011701583862305
2219,1637093476313098665,False,903,-3.733333333333334,-3.7524578917878086,7.066666666666667,6.894050545377602,7.381859302520752,-3.104766368865967,-0.00729694208040678,-0.004716764574923058,-0.3229046408507221,0.9463916797722439,46.0,33.8125,46.1875,71.5,-0.01134555134922266,-0.08458169549703598,1.9938573837280273
2220,1637093476363407121,False,903,-3.733333333333334,-3.7524578917878086,7.066666666666667,6.894050545377602,7.381859302520752,-3.104766368865967,-0.00729694208040678,-0.004716764574923058,-0.3229046408507221,0.9463916797722439,46.0,33.8125,46.1875,71.5,-0.031157145276665688,-0.03754940629005432,1.930432677268982
2221,1637093476413712459,False,903,-3.733333333333334,-3.8309977081275535,7.066666666666667,6.894050545377602,7.381859302520752,-3.104766368865967,-0.00729694208040678,-0.004716764574923058,-0.3229046408507221,0.9463916797722439,46.0,33.8125,46.1875,71.5,0.05345076695084572,0.020134877413511276,1.8528811931610107
2222,1637093476464045108,False,904,-3.733333333333334,-3.8309977081275535,7.066666666666667,6.894050545377602,7.356750965118408,-3.172605276107788,-0.009592201737952728,-0.00928883933736562,-0.23011531751574957,0.9730718100288195,46.0,33.8125,46.1875,71.5,0.0831722840666771,0.08587965369224548,1.7620152235031128
2223,1637093476514706945,False,904,-3.733333333333334,-3.8309977081275535,7.066666666666667,6.710790973918197,7.356750965118408,-3.172605276107788,-0.009592201737952728,-0.00928883933736562,-0.23011531751574957,0.9730718100288195,46.0,33.8125,46.1875,71.5,0.03127715736627579,0.04360809177160263,1.793218731880188
2224,1637093476565080150,False,905,-3.733333333333334,-3.8309977081275535,7.066666666666667,6.710790973918197,7.388137340545654,-3.260540008544922,-0.009972654624583388,-0.00830346633634588,-0.03942298593826114,0.9991383714834677,46.0,33.8125,46.1875,71.5,-0.10358282923698425,0.11531207710504532,1.84263014793396
2225,1637093476615379386,False,905,-3.733333333333334,-3.8309977081275535,7.066666666666667,6.710790973918197,7.388137340545654,-3.260540008544922,-0.009972654624583388,-0.00830346633634588,-0.03942298593826114,0.9991383714834677,46.0,33.8125,46.1875,71.5,-0.09142142534255981,0.05721442773938179,1.888149619102478
2226,1637093476665744487,False,905,-3.733333333333334,-3.7873644768276953,7.066666666666667,6.710790973918197,7.388137340545654,-3.260540008544922,-0.009972654624583388,-0.00830346633634588,-0.03942298593826114,0.9991383714834677,46.0,33.8125,46.1875,71.5,-0.07272540032863617,-0.02622256428003311,1.9036322832107544
2227,1637093476716050269,False,906,-3.733333333333334,-3.7873644768276953,7.066666666666667,6.710790973918197,7.378332614898682,-3.289189577102661,-0.010464585009807029,-0.007848541851466396,0.058097457591764996,0.9982252465476686,46.0,33.8125,46.1875,71.5,-0.0270419679582119,-0.07108278572559357,1.900464653968811
2228,1637093476756306047,False,906,-3.733333333333334,-3.7873644768276953,7.066666666666667,7.090400086226964,7.378332614898682,-3.289189577102661,-0.010464585009807029,-0.007848541851466396,0.058097457591764996,0.9982252465476686,46.0,33.8125,46.1875,71.5,-0.002011923585087061,-0.10988465696573257,1.87630295753479
2229,1637093476806646450,False,907,-3.733333333333334,-3.7873644768276953,7.066666666666667,7.090400086226964,7.390076160430908,-3.316903829574585,-0.008692900055305515,-0.004945161392054694,0.14892059322766008,0.9887986242464712,46.0,33.8125,46.1875,71.5,0.04827659949660301,-0.11038470268249512,1.8906644582748413
2230,1637093476856992311,False,907,-3.733333333333334,-3.7873644768276953,7.066666666666667,7.090400086226964,7.390076160430908,-3.316903829574585,-0.008692900055305515,-0.004945161392054694,0.14892059322766008,0.9887986242464712,46.0,33.8125,46.1875,71.5,0.00899918656796217,-0.054305315017700195,1.8678224086761475
2231,1637093476907306355,False,908,-3.733333333333334,-3.839724354387525,7.066666666666667,7.090400086226964,7.4232869148254395,-3.314481496810913,-0.009575096270290542,0.0003402909497457409,0.23788878298283825,0.9712451979372376,45.9375,28.5,46.1875,71.5,-0.09990011900663376,0.0007704476010985672,1.8699030876159668
2232,1637093476957613067,False,908,-3.733333333333334,-3.839724354387525,7.066666666666667,7.090400086226964,7.4232869148254395,-3.314481496810913,-0.009575096270290542,0.0003402909497457409,0.23788878298283825,0.9712451979372376,45.9375,28.5,46.1875,71.5,-0.0828348696231842,0.017280660569667816,1.8798409700393677
2233,1637093477007926714,False,908,-3.733333333333334,-3.839724354387525,7.066666666666667,7.151486610046765,7.4232869148254395,-3.314481496810913,-0.009575096270290542,0.0003402909497457409,0.23788878298283825,0.9712451979372376,45.9375,28.5,46.125,78.625,0.026303350925445557,0.01426511537283659,1.9145125150680542
2234,1637093477058285753,False,909,-3.733333333333334,-3.839724354387525,7.066666666666667,7.151486610046765,7.473749160766602,-3.3352863788604736,-0.013715235876707308,0.0031576945130807523,0.32860325601617085,0.944363251441974,45.9375,28.5,46.125,78.625,0.10030348598957062,-0.020254725590348244,1.9346250295639038
2235,1637093477108614054,False,909,-3.733333333333334,-3.839724354387525,7.066666666666667,7.151486610046765,7.473749160766602,-3.3352863788604736,-0.013715235876707308,0.0031576945130807523,0.32860325601617085,0.944363251441974,45.9375,28.5,46.125,78.625,0.10947394371032715,0.057067081332206726,1.9612919092178345
2236,1637093477158966720,False,910,-3.733333333333334,-3.7742745074377377,7.066666666666667,7.151486610046765,7.534528732299805,-3.3192996978759766,-0.010535337947969552,0.00013275028783491416,0.49987212574383827,0.8660351597462969,45.9375,28.5,46.125,78.625,-0.009066591039299965,0.13869188725948334,1.9954438209533691
2237,1637093477209543384,False,910,-3.733333333333334,-3.7742745074377377,7.066666666666667,7.151486610046765,7.534528732299805,-3.3192996978759766,-0.010535337947969552,0.00013275028783491416,0.49987212574383827,0.8660351597462969,45.9375,28.5,46.125,78.625,-0.07627493143081665,0.11730065196752548,2.004045009613037
2238,1637093477259890286,False,910,-3.733333333333334,-3.7742745074377377,7.066666666666667,7.190756518216638,7.534528732299805,-3.3192996978759766,-0.010535337947969552,0.00013275028783491416,0.49987212574383827,0.8660351597462969,45.9375,28.5,46.125,78.625,-0.04526224732398987,0.04088981822133064,1.953956127166748
2239,1637093477310931756,False,910,-3.733333333333334,-3.7742745074377377,7.066666666666667,7.190756518216638,7.534528732299805,-3.3192996978759766,-0.010535337947969552,0.00013275028783491416,0.49987212574383827,0.8660351597462969,45.9375,28.5,46.125,78.625,-0.06322848051786423,-0.08119594305753708,1.9092750549316406
2240,1637093477361205478,False,911,-3.733333333333334,-3.7742745074377377,7.066666666666667,7.190756518216638,7.592552185058594,-3.3105759620666504,-0.014272297256255206,-0.0005612528958375507,0.5797007168067195,0.814704339417089,45.9375,28.5,46.125,78.625,-0.04662373289465904,-0.11425046622753143,1.8851934671401978
2241,1637093477411522313,False,911,-3.733333333333334,-3.739367922397851,7.066666666666667,7.190756518216638,7.592552185058594,-3.3105759620666504,-0.014272297256255206,-0.0005612528958375507,0.5797007168067195,0.814704339417089,45.9375,28.5,46.125,78.625,-0.0013725321041420102,-0.04349399358034134,1.9026551246643066
2242,1637093477461850482,False,911,-3.733333333333334,-3.739367922397851,7.066666666666667,7.190756518216638,7.592552185058594,-3.3105759620666504,-0.014272297256255206,-0.0005612528958375507,0.5797007168067195,0.814704339417089,45.9375,28.5,46.125,78.625,-0.04944765195250511,0.005110550671815872,1.9739512205123901
2243,1637093477512187209,False,911,-3.733333333333334,-3.739367922397851,7.066666666666667,7.116580025006879,7.592552185058594,-3.3105759620666504,-0.014272297256255206,-0.0005612528958375507,0.5797007168067195,0.814704339417089,45.9375,28.5,46.125,78.625,-0.10060811042785645,-0.020981140434741974,2.033642053604126
2244,1637093477562541840,False,911,-3.733333333333334,-3.739367922397851,7.066666666666667,7.116580025006879,7.592552185058594,-3.3105759620666504,-0.014272297256255206,-0.0005612528958375507,0.5797007168067195,0.814704339417089,45.9375,28.5,46.125,78.625,-0.011035370640456676,-0.16848787665367126,2.057187795639038
2245,1637093477612877197,False,912,-3.733333333333334,-3.739367922397851,7.066666666666667,7.116580025006879,7.688410758972168,-3.2202563285827637,-0.011656927007848459,0.009613616214025242,0.7274136308743574,0.6860330411939497,45.9375,28.5,46.125,78.625,0.1242045909166336,-0.2986929714679718,2.0595786571502686
2246,1637093477663194046,False,912,-3.733333333333334,-3.8266343849975675,7.066666666666667,7.116580025006879,7.688410758972168,-3.2202563285827637,-0.011656927007848459,0.009613616214025242,0.7274136308743574,0.6860330411939497,45.9375,28.5,46.125,78.625,0.15746816992759705,-0.1908751130104065,2.0126993656158447
2247,1637093477713521036,False,912,-3.733333333333334,-3.8266343849975675,7.066666666666667,7.116580025006879,7.688410758972168,-3.2202563285827637,-0.011656927007848459,0.009613616214025242,0.7274136308743574,0.6860330411939497,45.9375,28.5,46.125,78.625,0.14069020748138428,-0.0409916490316391,1.9122422933578491
2248,1637093477763823122,False,912,-3.733333333333334,-3.8266343849975675,7.066666666666667,6.75006088208807,7.688410758972168,-3.2202563285827637,-0.011656927007848459,0.009613616214025242,0.7274136308743574,0.6860330411939497,45.9375,28.5,46.125,78.625,0.10405581444501877,0.06577122211456299,1.8626497983932495
2249,1637093477814165532,False,912,-3.733333333333334,-3.8266343849975675,7.066666666666667,6.75006088208807,7.688410758972168,-3.2202563285827637,-0.011656927007848459,0.009613616214025242,0.7274136308743574,0.6860330411939497,45.9375,28.5,46.125,78.625,0.010403132997453213,0.18393218517303467,1.8075350522994995
